image,image_path,confidence,calm,compressed,disorienting,energetic,excluding,exploratory,inviting,legible,open
frame_000014.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000014.jpg,0.055520820855684994,0.004538161970604779,0.002716938547066093,0.004085168036281903,0.005887740470485732,0.00634224215225022,0.0024904476530115066,0.0050304642334376695,0.00405739670527837,0.0055620464774197905
frame_000015.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000015.jpg,0.045280746344004696,0.004483995338931253,0.0025002143456006706,0.0038594189233586806,0.006460477172619357,0.004663597900923742,0.0023375563126435735,0.0049149724804176,0.002978425049608268,0.004462168967081926
frame_000016.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000016.jpg,0.03930557672302715,0.004550704221781052,0.002610873419871496,0.0032563634698779425,0.00613870133435612,0.004604190768821536,0.0024021322894739565,0.004595060817103513,0.003011038168009327,0.004254109428832454
frame_000017.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000017.jpg,0.03096391625392858,0.003955468656163339,0.0017323119095522086,0.0029056600954580065,0.005703257746807686,0.0038391812041078982,0.0018767765066811989,0.0036441009437453427,0.002643479960355398,0.003187041027547366
frame_000018.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000018.jpg,0.023862174886947307,0.003061027533208926,0.0010491070346802188,0.0023894281959428556,0.005151949742498072,0.0033391673487410114,0.0013272880489537783,0.0035522352631005556,0.0024964700792295845,0.0031502837626021575
frame_000019.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000019.jpg,0.04491219786006251,0.004184603217660242,0.0019506859749350946,0.004014436706014113,0.006568179752355536,0.005216403528658338,0.0020934756106114946,0.005704871978413393,0.00398311775116199,0.005631063143974279
frame_000020.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000020.jpg,0.03190332171391341,0.003469682094238124,0.001423041939210634,0.0030138022032133445,0.0052036908302321525,0.003146664897690243,0.0017152849582998896,0.004610018363308154,0.0039761881984792125,0.004725679034352469
frame_000021.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000021.jpg,0.03531542888286321,0.004286297479826316,0.002129611567943357,0.0039645887495225905,0.005420802720355641,0.005063599315047395,0.002171398355433485,0.004014180426565872,0.003223671846766229,0.004448489053356754
frame_000022.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000022.jpg,0.04220278919950038,0.0049335649346805436,0.00212840621653213,0.003759201257571476,0.005760870853337837,0.005219413649450144,0.002706682215890032,0.004521100565727828,0.0037517609549235203,0.005099053962142352
frame_000023.jpg,/Users/tumenglun/Desktop/Sentiment_Seg/vid4/frame_000023.jpg,0.03591128771625096,0.004456200683684982,0.002454688722028186,0.002331356644890548,0.005572162855206261,0.004222128764507215,0.002253405233082594,0.004121039942094648,0.003588731304784597,0.0049728797379197205
